Category,Cutomer,Description,Nutrient Data Bank Number,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Protein,Data.Sugar Total,Data.Water,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Vitamins.Vitamin B12
Swordfish,karnold@company.com,"Swordfish, coated, baked or broiled, no added fat",26149131,13.1,66,67.2,0.6,2,0,21.6,1.15,56.73,1.837,7.26,37,0.072,1.17,35,1.48
Swordfish,amaro@company.com,"Swordfish, coated, fried",26149140,9.85,91,80.9,0.6,48,0,19.78,0.88,53.05,3.027,16,35,0.075,1.16,32,1.21
Swordfish,adunn@company.com,"Swordfish, steamed or poached",26149160,0,83,81.7,0,0,0,24.72,0,65.7,2.03,8.36,7,0.049,0.48,33,1.82
Trout,rharris@company.com,"Trout, cooked, NS as to cooking method",26151110,0.1,72,79.5,0,0,0,24.38,0.04,63.29,2.207,11.33,31,0.056,0.39,31,4.47
Trout,gneal@company.com,"Trout, baked or broiled, made with oil",26151120,0.1,72,79.5,0,0,0,24.38,0.04,63.29,2.207,11.33,31,0.056,0.39,31,4.47
Trout,karnold@company.com,"Trout, baked or broiled, made with butter",26151121,0.1,80,80.2,0,0,0,24.41,0.04,63.9,3.629,10.62,32,0.056,0.38,31,4.47
Trout,tsalazaar@company.com,"Trout, baked or broiled, made with margarine",26151122,0.13,72,79.9,0,0,0,24.38,0.04,64.51,2.176,10.01,32,0.056,0.38,31,4.47
Trout,bjoseph@company.com,"Trout, baked or broiled, no added fat",26151123,0.1,74,81.9,0,0,0,25.12,0.04,66.06,1.742,7.79,32,0.058,0.39,32,4.6
Trout,ewelch@company.com,"Trout, baked or broiled, made with cooking spray",26151124,0.2,74,81.6,0,0,0,25.02,0.04,65.7,1.761,8.15,32,0.058,0.39,31,4.58
Trout,greeves@company.com,"Trout, coated, baked or broiled, made with oil",26151130,12.51,56,64.2,0.6,2,0,20.9,1.1,53.3,2.326,12.25,54,0.075,1.06,30,3.47
Trout,gfleming@company.com,"Trout, coated, baked or broiled, made with butter",26151131,12.51,68,65.3,0.6,2,0,20.94,1.1,54.24,4.496,11.16,56,0.075,1.05,30,3.48
Trout,eburke@company.com,"Trout, coated, baked or broiled, made with margarine",26151132,12.56,56,64.8,0.6,2,0,20.9,1.1,55.17,2.279,10.24,55,0.075,1.05,30,3.48
Trout,kpatel@company.com,"Trout, coated, baked or broiled, no added fat",26151133,13.1,59,67.2,0.6,2,0,21.88,1.15,57.14,1.611,6.8,57,0.078,1.1,31,3.64
Trout,lsharma@company.com,"Trout, coated, baked or broiled, made with cooking spray",26151134,13.14,59,67,0.6,2,0,21.81,1.14,56.88,1.626,7.08,57,0.078,1.1,31,3.63
Trout,kmullur@company.com,"Trout, coated, fried, made with oil",26151140,9.85,85,80.9,0.6,48,0,20.02,0.88,53.4,2.83,15.6,52,0.081,1.1,28,2.87
Trout,Karanmathur@company.com,"Trout, coated, fried, made with butter",26151141,9.86,104,82.5,0.6,48,0,20.09,0.88,54.81,6.114,13.96,54,0.081,1.09,29,2.89
Trout,amaro@company.com,"Trout, coated, fried, made with margarine",26151142,9.93,85,81.8,0.6,48,0,20.03,0.88,56.22,2.759,12.56,53,0.081,1.09,29,2.87
Trout,adunn@company.com,"Trout, coated, fried, no added fat",26151143,11.6,100,95.2,0.7,56,0,23.56,1.03,55.42,1.928,8.11,61,0.096,1.28,33,3.38
Trout,rharris@company.com,"Trout, coated, fried, made with cooking spray",26151144,11.64,100,94.9,0.7,56,0,23.49,1.03,55.16,1.942,8.4,61,0.095,1.28,33,3.37
Trout,gneal@company.com,"Trout, steamed or poached",26151160,0,74,81.7,0,0,0,25.08,0,66.22,1.739,7.77,32,0.058,0.39,28,4.6
Trout,karnold@company.com,"Trout, smoked",26151190,0,105,115.6,0,0,0,35.47,0,52.07,2.46,10.99,45,0.082,0.55,44,6.88
Tuna,amaro@company.com,"Tuna, fresh, raw",26153100,0,39,65,0,0,0,24.4,0,74.03,0.172,0.49,4,0.036,0.77,35,2.08
Tuna,adunn@company.com,"Tuna, fresh, cooked, NS as to cooking method",26153110,0.1,48,79.5,0,0,0,29.83,0.04,63.57,0.727,4.38,5,0.044,0.95,43,2.29
Tuna,rharris@company.com,"Tuna, fresh, baked or broiled, fat added",26153120,0.1,48,79.5,0,0,0,29.83,0.04,63.57,0.727,4.38,5,0.044,0.95,43,2.29
Tuna,gneal@company.com,"Tuna, fresh, baked or broiled, no added fat",26153122,0.1,49,81.9,0,0,0,30.73,0.04,66.35,0.217,0.62,6,0.046,0.97,44,2.36
Tuna,karnold@company.com,"Tuna, fresh, coated, baked or broiled, fat added",26153130,12.51,37,64.2,0.6,2,0,25.05,1.1,53.52,1.197,6.94,35,0.066,1.49,39,1.81
Tuna,tsalazaar@company.com,"Tuna, fresh, coated, baked or broiled, no added fat",26153131,13.1,39,67.2,0.6,2,0,26.23,1.15,57.36,0.429,1.24,37,0.069,1.55,41,1.9
Tuna,bjoseph@company.com,"Tuna, fresh, coated, fried",26153140,9.85,68,80.9,0.6,48,0,23.82,0.88,53.6,1.796,10.75,34,0.073,1.5,37,1.72
Tuna,ewelch@company.com,"Tuna, fresh, steamed or poached",26153160,0,49,81.7,0,0,0,30.68,0,66.51,0.216,0.62,5,0.045,0.97,40,2.22
Tuna,greeves@company.com,"Tuna, fresh, dried",26153170,0,122,203.1,0,0,0,76.25,0,18.84,0.538,1.53,12,0.112,2.41,109,5.85
Tuna,gfleming@company.com,"Tuna, fresh, smoked",26153190,0,60,83,0,0,0,25.54,0,61.27,2.86,10.04,29,0.118,1.48,36,4.2
Tuna,eburke@company.com,"Tuna, canned, NS as to oil or water pack",26155110,0.08,36,29.3,0,0,0,19,0,79,0.224,0.94,18,0.048,1.67,23,2.57
Tuna,kpatel@company.com,"Tuna, canned, oil pack",26155180,0,18,29.3,0,0,0,29.13,0,59.83,1.534,8.21,13,0.071,1.39,31,2.2
Tuna,lsharma@company.com,"Tuna, canned, water pack",26155190,0.08,36,29.3,0,0,0,19,0,79,0.224,0.94,18,0.048,1.67,23,2.57
Whiting,kmullur@company.com,"Whiting, cooked, NS as to cooking method",26157110,9.86,92,80.9,0.6,48,0,18.62,0.88,58.92,1.86,11.44,72,0.068,1.13,25,1.88
Whiting,Karanmathur@company.com,"Whiting, baked or broiled, made with oil",26157120,0.1,82,79.5,0,0,0,22.39,0.04,71.2,0.818,5.38,59,0.038,0.42,26,2.53
Whiting,amaro@company.com,"Whiting, baked or broiled, made with butter",26157121,0.1,90,80.2,0,0,0,22.42,0.04,71.81,2.24,4.66,60,0.038,0.42,26,2.54
Whiting,adunn@company.com,"Whiting, baked or broiled, made with margarine",26157122,0.13,82,79.9,0,0,0,22.39,0.04,72.42,0.788,4.06,60,0.038,0.42,26,2.53
Whiting,rharris@company.com,"Whiting, baked or broiled, no added fat",26157123,0.1,84,81.9,0,0,0,23.06,0.04,74.21,0.312,1.65,61,0.039,0.43,27,2.61
Whiting,gneal@company.com,"Whiting, baked or broiled, made with cooking spray",26157124,0.2,84,81.6,0,0,0,22.98,0.04,73.82,0.335,2.04,61,0.039,0.43,26,2.6
Whiting,karnold@company.com,"Whiting, coated, baked or broiled, made with oil",26157130,12.51,64,64.2,0.6,2,0,19.38,1.1,59.34,1.267,7.71,76,0.061,1.09,26,2
Whiting,amaro@company.com,"Whiting, coated, baked or broiled, made with butter",26157131,12.51,76,65.3,0.6,2,0,19.42,1.1,60.27,3.437,6.62,77,0.061,1.08,26,2
Whiting,adunn@company.com,"Whiting, coated, baked or broiled, made with margarine",26157132,12.56,64,64.8,0.6,2,0,19.38,1.1,61.2,1.22,5.69,77,0.061,1.08,26,2
Whiting,rharris@company.com,"Whiting, coated, baked or broiled, no added fat",26157133,13.1,67,67.2,0.6,2,0,20.28,1.15,63.46,0.502,2.04,79,0.064,1.13,27,2.09
Whiting,gneal@company.com,"Whiting, coated, baked or broiled, made with cooking spray",26157134,13.14,66,67,0.6,2,0,20.23,1.14,63.18,0.52,2.34,79,0.064,1.12,27,2.08
Whiting,karnold@company.com,"Whiting, coated, fried, made with oil",26157140,9.85,92,80.9,0.6,48,0,18.62,0.88,58.93,1.86,11.45,72,0.068,1.13,25,1.89
Whiting,tsalazaar@company.com,"Whiting, coated, fried, made with butter",26157141,9.86,111,82.5,0.6,48,0,18.7,0.88,60.34,5.144,9.8,74,0.068,1.12,25,1.9
Whiting,bjoseph@company.com,"Whiting, coated, fried, made with margarine",26157142,9.93,92,81.8,0.6,48,0,18.64,0.88,61.74,1.789,8.4,73,0.068,1.12,25,1.89
Whiting,ewelch@company.com,"Whiting, coated, fried, no added fat",26157143,11.6,109,95.2,0.7,56,0,21.92,1.03,61.92,0.787,3.22,84,0.081,1.31,29,2.22
Whiting,greeves@company.com,"Whiting, coated, fried, made with cooking spray",26157144,11.64,108,94.9,0.7,56,0,21.85,1.03,61.64,0.805,3.52,84,0.08,1.31,29,2.21
Whiting,gfleming@company.com,"Whiting, steamed or poached",26157160,0,84,81.7,0,0,0,23.02,0,74.36,0.311,1.65,61,0.039,0.43,24,2.46
Tilapia,eburke@company.com,"Tilapia, cooked, NS as to cooking method",26158000,0.1,61,52,0,0,0,24.55,0.04,68.52,1.232,5.85,13,0.092,0.69,33,1.74
Tilapia,kpatel@company.com,"Tilapia, baked or broiled, made with oil",26158010,0.1,61,52,0,0,0,24.55,0.04,68.52,1.232,5.85,13,0.092,0.69,33,1.74
Tilapia,lsharma@company.com,"Tilapia, baked or broiled, made with butter",26158011,0.1,69,52.7,0,0,0,24.58,0.04,69.13,2.654,5.14,14,0.092,0.69,33,1.74
Tilapia,kmullur@company.com,"Tilapia, baked or broiled, made with margarine",26158012,0.13,61,52.4,0,0,0,24.56,0.04,69.74,1.201,4.54,13,0.092,0.69,33,1.74
Tilapia,Karanmathur@company.com,"Tilapia, baked or broiled, no added fat",26158013,0.1,63,53.6,0,0,0,25.29,0.04,71.46,0.737,2.14,13,0.095,0.71,34,1.79
Tilapia,amaro@company.com,"Tilapia, baked or broiled, made with cooking spray",26158014,0.2,63,53.4,0,0,0,25.2,0.04,71.07,0.759,2.53,13,0.094,0.7,34,1.78
Tilapia,adunn@company.com,"Tilapia, coated, baked or broiled, made with oil",26158020,12.51,48,43.2,0.6,2,0,21.02,1.1,57.3,1.582,8.07,40,0.102,1.29,32,1.39
Tilapia,rharris@company.com,"Tilapia, coated, baked or broiled, made with butter",26158021,12.51,60,44.3,0.6,2,0,21.07,1.1,58.23,3.752,6.98,42,0.102,1.28,32,1.4
Tilapia,gneal@company.com,"Tilapia, coated, baked or broiled, made with margarine",26158022,12.56,48,43.8,0.6,2,0,21.04,1.1,59.16,1.535,6.06,41,0.102,1.28,32,1.39
Tilapia,karnold@company.com,"Tilapia, coated, baked or broiled, no added fat",26158023,13.1,50,45.2,0.6,2,0,22.01,1.15,61.32,0.832,2.42,42,0.107,1.34,33,1.46
Tilapia,amaro@company.com,"Tilapia, coated, baked or broiled, made with cooking spray",26158024,13.14,50,45.1,0.6,2,0,21.95,1.14,61.05,0.849,2.72,42,0.106,1.34,33,1.45
Tilapia,adunn@company.com,"Tilapia, coated, fried, made with oil",26158030,9.85,78,61.7,0.6,48,0,20.14,0.88,57.06,2.149,11.78,39,0.106,1.32,30,1.33
Tilapia,rharris@company.com,"Tilapia, coated, fried, made with butter",26158031,9.86,96,63.3,0.6,48,0,20.21,0.88,58.47,5.433,10.13,41,0.106,1.3,30,1.35
Tilapia,gneal@company.com,"Tilapia, coated, fried, made with margarine",26158032,9.93,78,62.6,0.6,48,0,20.15,0.88,59.87,2.078,8.73,41,0.106,1.3,30,1.34
Tilapia,karnold@company.com,"Tilapia, coated, fried, no added fat",26158033,11.6,91,72.6,0.7,56,0,23.7,1.03,59.72,1.127,3.61,46,0.125,1.53,35,1.57
Tilapia,tsalazaar@company.com,"Tilapia, coated, fried, made with cooking spray",26158034,11.64,91,72.3,0.7,56,0,23.63,1.03,59.44,1.143,3.91,46,0.124,1.53,35,1.56
Tilapia,bjoseph@company.com,"Tilapia, steamed or poached",26158050,0,63,53.4,0,0,0,25.25,0,71.61,0.736,2.14,13,0.094,0.7,31,1.69
Frog legs,ewelch@company.com,"Frog legs, NS as to cooking method",26203110,10.21,81,83.8,0.6,49,0,17.62,0.91,58.87,1.777,10.97,48,0.265,2.2,25,0.44
Frog legs,greeves@company.com,"Frog legs, steamed",26203160,0,63,81.7,0,0,0,20.62,0,76.41,0.096,0.38,23,0.299,1.79,23,0.4
Octopus,gfleming@company.com,"Octopus, cooked, NS as to cooking method",26205110,12.16,79,83.8,0.6,49,0,16.3,0.91,57.41,1.911,11.63,79,0.428,5.56,34,16.05
Octopus,eburke@company.com,"Octopus, steamed",26205160,4.37,95,80.5,0,0,0,29.62,0,60.1,0.45,2.07,106,0.734,9.48,60,35.76
Octopus,kpatel@company.com,"Octopus, dried",26205170,8.34,182,246.4,0,0,0,56.52,0,24,0.861,3.94,201,1.649,20.09,114,72.03
Octopus,lsharma@company.com,"Octopus, dried, boiled",26205180,4.38,96,80.6,0,0,0,29.69,0,60.24,0.451,2.07,100,0.589,8.55,51,21.5
Octopus,kmullur@company.com,"Octopus, smoked",26205190,4.4,96,130,0,0,0,29.82,0,60.5,0.454,2.08,106,0.87,10.6,60,38
Roe,Karanmathur@company.com,"Roe, shad, cooked",26207110,1.93,457,410,0,223,0,27.29,0.04,55.87,2.296,11.62,27,0.122,0.74,25,10.39
Roe,amaro@company.com,"Roe, herring",26209100,1.5,374,335.4,0,193,0,22.32,0,67.73,1.456,6.42,22,0.1,0.6,20,8
Roe,adunn@company.com,"Roe, sturgeon",26211100,4,588,490.9,0,648,0,24.6,0,47.5,4.06,17.9,275,0.11,11.88,300,20
Squid,rharris@company.com,"Squid, raw",26213100,3.08,233,65,0,0,0,15.58,0,78.55,0.358,1.38,32,1.891,0.68,33,1.3
Squid,gneal@company.com,"Squid, baked or broiled, fat added",26213120,3.76,278,77.5,0,0,0,18.57,0.03,69.87,0.93,5.33,39,2.254,0.82,39,1.47
Squid,karnold@company.com,"Squid, baked or broiled, no added fat",26213121,3.88,286,79.9,0,0,0,19.14,0.04,72.74,0.44,1.7,40,2.322,0.84,41,1.52
Squid,amaro@company.com,"Squid, coated, baked or broiled, fat added",26213130,15,213,62.6,0.6,2,0,16.41,1.07,58.79,1.336,7.58,59,1.751,1.37,37,1.19
Squid,adunn@company.com,"Squid, coated, baked or broiled, no added fat",26213131,15.7,223,65.5,0.6,2,0,17.18,1.12,62.73,0.595,2.06,62,1.833,1.42,38,1.24
Squid,rharris@company.com,"Squid, coated, fried",26213140,12.94,242,83.8,0.6,49,0,16.89,0.91,55.9,2.027,11.93,60,1.717,1.47,36,1.16
Squid,gneal@company.com,"Squid, steamed or boiled",26213160,6.13,464,129.4,0,0,0,31.02,0,56.41,0.713,2.75,64,3.201,1.22,66,2.33
Squid,karnold@company.com,"Squid, dried",26213170,11.65,882,245.9,0,0,0,58.94,0,16.96,1.354,5.22,122,7.154,2.57,125,4.67
Squid,tsalazaar@company.com,"Squid, pickled",26213180,2.96,223,62.3,0,0,0,14.93,0.01,74.33,0.343,1.32,34,1.814,0.66,32,1.18
Squid,bjoseph@company.com,"Squid, canned",26213190,3.54,268,74.7,0,0,0,17.9,0,74.66,0.411,1.59,37,2.064,0.74,34,1.12
Turtle,ewelch@company.com,"Turtle, cooked, NS as to cooking method",26215120,0.09,60,77.5,0,0,0,23.6,0.03,69.81,0.655,4.28,141,0.298,1.68,24,1.07
Abalone,greeves@company.com,"Abalone, cooked, NS as to cooking method",26301110,7.26,101,77.5,0,0,0,20.38,0.03,65.11,0.681,4.59,37,0.234,3.81,57,0.83
Abalone,gfleming@company.com,"Abalone, floured or breaded, fried",26301140,15.53,111,83.8,0.6,49,0,18.24,0.91,52.37,1.842,11.38,59,0.217,3.69,50,0.7
Abalone,eburke@company.com,"Abalone, steamed or poached",26301160,11.97,169,129.4,0,0,0,34.05,0,48.47,0.297,1.51,62,0.332,5.72,96,1.31
Clams,kpatel@company.com,"Clams, raw",26303100,3.57,30,65,0,0,0,14.67,0,78.98,0.187,0.96,39,0.053,1.62,19,11.28
Clams,lsharma@company.com,"Clams, cooked, NS as to cooking method",26303110,4.35,36,77.5,0,0,0,17.49,0.03,70.38,0.726,4.83,47,0.063,1.94,23,12.77
Clams,kmullur@company.com,"Clams, baked or broiled, fat added",26303120,4.35,36,77.5,0,0,0,17.49,0.03,70.38,0.726,4.83,47,0.063,1.94,23,12.77
Clams,Karanmathur@company.com,"Clams, baked or broiled, no added fat",26303121,4.48,37,79.9,0,0,0,18.02,0.04,73.27,0.23,1.18,48,0.065,1.99,23,13.16
Clams,amaro@company.com,"Clams, coated, baked or broiled, fat added",26303130,15.44,28,62.6,0.6,2,0,15.58,1.07,59.18,1.181,7.2,66,0.079,2.22,24,9.81
Clams,adunn@company.com,"Clams, coated, baked or broiled, no added fat",26303131,16.17,30,65.5,0.6,2,0,16.31,1.12,63.14,0.432,1.66,69,0.083,2.32,25,10.27
Clams,rharris@company.com,"Clams, coated, fried",26303140,13.37,63,83.8,0.6,49,0,16.09,0.91,56.28,1.875,11.56,66,0.09,2.3,24,8.61
Clams,gneal@company.com,"Clams, steamed or boiled",26303160,7.11,60,129.4,0,0,0,29.21,0,57.27,0.372,1.91,78,0.09,2.9,38,20.22
Clams,karnold@company.com,"Clams, canned",26303180,4.46,38,81.2,0,0,0,18.34,0,73.72,0.234,1.2,49,0.056,1.82,24,12.69
Clams,amaro@company.com,"Clams, smoked, in oil",26303190,4.05,34,73.7,0,0,0,16.64,0,64.57,2.895,11.82,45,0.06,1.84,22,12.79
Crab,adunn@company.com,"Crab, cooked, NS as to cooking method",26305110,0,96,80.4,0,0,0,17.76,0,79.17,0.2,0.74,91,0.809,0.5,36,3.31
Crab,rharris@company.com,"Crab, baked or broiled, fat added",26305120,0.09,116,96.5,0,0,0,21.31,0.03,71.23,0.743,4.56,109,0.97,0.6,43,3.77
Crab,gneal@company.com,"Crab, baked or broiled, no added fat",26305121,0.1,119,99.4,0,0,0,21.96,0.04,74.14,0.247,0.91,112,1,0.62,44,3.88
Crab,karnold@company.com,"Crab, coated, baked or broiled, fat added",26305130,12.2,89,77.1,0.6,2,0,18.5,1.07,59.83,1.193,7,113,0.771,1.2,39,2.94
Crab,tsalazaar@company.com,"Crab, coated, baked or broiled, no added fat",26305131,12.77,93,80.7,0.6,2,0,19.37,1.12,63.82,0.446,1.45,118,0.808,1.25,41,3.08
Crab,bjoseph@company.com,"Crab, hard shell, steamed",26305160,0,96,80.4,0,0,0,17.76,0,79.17,0.2,0.74,91,0.809,0.5,36,3.31
Crab,ewelch@company.com,"Crab, canned",26305180,0,97,80.9,0,0,0,17.88,0,79.69,0.201,0.74,91,0.814,0.5,36,3.33
Crab,greeves@company.com,"Crab, soft shell, coated, fried",26307140,10.21,122,97.9,0.6,49,0,18.93,0.91,56.91,1.888,11.36,112,0.764,1.31,39,2.63
Crayfish,gfleming@company.com,"Crayfish, coated, fried",26309140,10.21,137,97.9,0.6,49,0,17.24,0.91,59.17,1.851,11.55,56,0.414,1.61,31,1.63
Crayfish,eburke@company.com,"Crayfish, boiled or steamed",26309160,0,132,80.4,0,0,0,16.66,0,78.85,0.18,1.19,60,0.68,0.82,33,2.14
Lobster,kpatel@company.com,"Lobster, cooked, NS as to cooking method",26311110,0,145,80.4,0,0,0,18.88,0,77.6,0.207,0.85,96,1.54,0.29,43,1.42
Lobster,lsharma@company.com,"Lobster, baked or broiled, fat added",26311120,0.09,151,83.9,0,0,0,19.69,0.03,72.73,0.719,4.58,101,1.608,0.32,45,1.42
Lobster,kmullur@company.com,"Lobster, baked or broiled, no added fat",26311121,0.1,156,86.4,0,0,0,20.29,0.04,75.69,0.223,0.92,104,1.657,0.32,47,1.46
Lobster,Karanmathur@company.com,"Lobster, coated, fried",26311140,10.21,149,88.5,0.6,49,0,17.72,0.91,58.03,1.87,11.37,106,1.237,1.1,41,1.06
Lobster,amaro@company.com,"Lobster, steamed or boiled",26311160,0,145,80.4,0,0,0,18.88,0,77.6,0.207,0.85,91,1.232,0.26,36,0.85
Lobster,adunn@company.com,"Lobster, coated, baked or broiled, fat added",26311170,12.2,117,67.4,0.6,2,0,17.26,1.07,60.97,1.175,7,107,1.258,0.99,41,1.14
Lobster,rharris@company.com,"Lobster, coated, baked or broiled, no added fat",26311171,12.77,122,70.6,0.6,2,0,18.07,1.12,65.02,0.427,1.46,112,1.317,1.02,43,1.2
Lobster,gneal@company.com,"Lobster, canned",26311180,0,146,80.9,0,0,0,19,0,78.11,0.208,0.86,96,1.55,0.29,43,1.43
Mussels,karnold@company.com,"Mussels, raw",26313100,3.69,28,65,0,0,0,11.9,0,80.58,0.425,2.24,26,0.094,3.95,34,12
Mussels,amaro@company.com,"Mussels, cooked, NS as to cooking method",26313110,7.35,56,129.4,0,0,0,23.7,0,60.46,0.846,4.46,52,0.159,7.08,68,21.5
Mussels,adunn@company.com,"Mussels, steamed or poached",26313160,7.35,56,129.4,0,0,0,23.7,0,60.46,0.846,4.46,52,0.159,7.08,68,21.5
Oysters,rharris@company.com,"Oysters, raw",26315100,2.72,40,65,0,0,0,5.71,0.62,89.04,0.474,1.71,59,2.858,4.61,18,8.75
Oysters,gneal@company.com,"Oysters, cooked, NS as to cooking method",26315110,12.62,72,83.8,0.6,49,0,8.16,1.46,65.18,2.129,12.22,84,2.572,4.95,23,6.7
Oysters,karnold@company.com,"Oysters, baked or broiled, fat added",26315120,3.34,48,77.5,0,0,0,6.81,0.77,82.37,1.069,5.72,71,3.406,5.5,22,9.91
Oysters,tsalazaar@company.com,"Oysters, baked or broiled, no added fat",26315121,3.44,49,79.9,0,0,0,7.02,0.8,85.63,0.583,2.1,73,3.51,5.66,22,10.21
Oysters,bjoseph@company.com,"Oysters, steamed",26315130,5.42,80,129.4,0,0,0,11.37,1.24,77.3,0.944,3.4,118,4.837,8.26,36,15.68
Oysters,ewelch@company.com,"Oysters, coated, fried",26315140,12.62,72,83.8,0.6,49,0,8.16,1.46,65.18,2.129,12.22,84,2.572,4.95,23,6.7
Oysters,greeves@company.com,"Oysters, coated, baked or broiled, fat added",26315160,14.67,37,62.6,0.6,2,0,7.43,1.63,68.33,1.442,7.88,84,2.63,4.94,23,7.62
Oysters,gfleming@company.com,"Oysters, coated, baked or broiled, no added fat",26315161,15.36,39,65.5,0.6,2,0,7.78,1.71,72.72,0.706,2.37,88,2.754,5.16,24,7.98
Oysters,eburke@company.com,"Oysters, canned",26315180,4.25,60,88,0,0,0,7.67,0,83.85,0.686,2.68,49,4.849,7.28,59,20.79
Oysters,kpatel@company.com,"Oysters, smoked",26315190,4.38,64,104.7,0,0,0,9.2,1,81.14,0.764,2.76,96,4.605,7.43,29,14.1
Scallops,lsharma@company.com,"Scallops, cooked, NS as to cooking method",26317110,3.88,29,77.5,0,0,0,14.38,0.03,74.61,0.656,4.26,8,0.028,0.46,26,1.6
Scallops,kmullur@company.com,"Scallops, baked or broiled, fat added",26317120,3.88,29,77.5,0,0,0,14.38,0.03,74.61,0.656,4.26,8,0.028,0.46,26,1.6
Scallops,Karanmathur@company.com,"Scallops, baked or broiled, no added fat",26317121,4,29,79.9,0,0,0,14.81,0.04,77.63,0.158,0.6,8,0.028,0.47,27,1.64
Scallops,amaro@company.com,"Scallops, steamed or boiled",26317130,6.33,48,129.4,0,0,0,24.01,0,64.34,0.255,0.98,12,0.039,0.68,44,2.53
Scallops,adunn@company.com,"Scallops, coated, fried",26317140,13.03,58,83.8,0.6,49,0,13.78,0.91,59.42,1.823,11.14,37,0.064,1.2,27,1.18
Scallops,rharris@company.com,"Scallops, coated, baked or broiled, fat added",26317160,15.09,23,62.6,0.6,2,0,13.21,1.07,62.41,1.127,6.77,36,0.052,1.1,27,1.28
Scallops,gneal@company.com,"Scallops, coated, baked or broiled, no added fat",26317161,15.8,24,65.5,0.6,2,0,13.83,1.12,66.52,0.376,1.21,37,0.055,1.14,28,1.34
Shrimp,karnold@company.com,"Shrimp, cooked, NS as to cooking method",26319110,11.02,148,97.9,0.6,49,0,15.15,0.91,59.85,1.941,11.6,79,0.205,1.06,27,0.96
Shrimp,amaro@company.com,"Shrimp, baked or broiled, made with oil",26319120,1.18,150,96.5,0,0,0,16.23,0.03,75.18,0.815,4.88,65,0.217,0.26,26,1.26
Shrimp,adunn@company.com,"Shrimp, baked or broiled, made with butter",26319121,1.18,158,97.2,0,0,0,16.26,0.04,75.78,2.201,4.19,66,0.217,0.25,26,1.26
Shrimp,rharris@company.com,"Shrimp, baked or broiled, made with margarine",26319122,1.21,150,96.9,0,0,0,16.23,0.03,76.37,0.785,3.6,65,0.217,0.25,26,1.26
Shrimp,gneal@company.com,"Shrimp, baked or broiled, no added fat",26319123,1.21,155,99.4,0,0,0,16.72,0.04,78.22,0.321,1.24,67,0.224,0.26,27,1.3
Shrimp,karnold@company.com,"Shrimp, baked or broiled, made with cooking spray",26319124,1.31,154,99,0,0,0,16.65,0.04,77.82,0.344,1.62,67,0.223,0.26,27,1.29
Shrimp,tsalazaar@company.com,"Shrimp, steamed or boiled",26319130,1.16,161,103.3,0,0,0,17.37,0,77.75,0.333,1.29,69,0.209,0.24,24,0.85
Shrimp,bjoseph@company.com,"Shrimp, coated, fried, made with oil",26319140,11.02,148,97.9,0.6,49,0,15.15,0.91,59.85,1.941,11.6,79,0.205,1.06,27,0.96
Shrimp,ewelch@company.com,"Shrimp, coated, fried, made with butter",26319141,11.02,167,99.6,0.6,49,0,15.22,0.91,61.31,5.345,9.89,82,0.205,1.04,27,0.97
Shrimp,greeves@company.com,"Shrimp, coated, fried, made with margarine",26319142,11.09,148,98.9,0.6,49,0,15.16,0.91,62.77,1.867,8.44,81,0.205,1.04,27,0.96
Shrimp,gfleming@company.com,"Shrimp, coated, fried, no added fat",26319143,12.2,164,108.4,0.7,55,0,16.77,1,65.55,0.781,2.84,88,0.226,1.15,30,1.06
Shrimp,eburke@company.com,"Shrimp, coated, fried, made with cooking spray",26319144,12.24,163,108,0.7,54,0,16.72,1,65.27,0.798,3.14,88,0.226,1.15,30,1.06
Shrimp,kpatel@company.com,"Shrimp, coated, fried, from fast food / restaurant",26319145,22.29,87,50.1,1.5,10,0,12.67,0.91,43.02,3.361,18.67,42,0.142,1.16,21,0.44
Shrimp,lsharma@company.com,"Shrimp, coated, baked or broiled, made with oil",26319160,13.02,116,77.1,0.6,2,0,14.62,1.07,62.85,1.248,7.24,79,0.197,0.94,27,1.02
Shrimp,kmullur@company.com,"Shrimp, coated, baked or broiled, made with butter",26319161,13.03,128,78.1,0.6,2,0,14.66,1.07,63.76,3.364,6.18,81,0.197,0.93,27,1.03
Shrimp,Karanmathur@company.com,"Shrimp, coated, baked or broiled, made with margarine",26319162,13.07,116,77.6,0.6,2,0,14.63,1.07,64.66,1.202,5.28,80,0.197,0.93,27,1.02
Shrimp,amaro@company.com,"Shrimp, coated, baked or broiled, no added fat",26319163,13.64,121,80.7,0.6,2,0,15.3,1.12,66.98,0.503,1.7,83,0.206,0.98,28,1.07
Shrimp,adunn@company.com,"Shrimp, coated, baked or broiled, made with cooking spray",26319164,13.68,121,80.4,0.6,2,0,15.26,1.12,66.7,0.52,2,83,0.205,0.97,28,1.07
Shrimp,rharris@company.com,"Shrimp, dried",26319170,0,638,204.8,0,0,0,51.7,0,38.86,0.476,3.44,367,0.663,5.39,84,1.87
Shrimp,gneal@company.com,"Shrimp, canned",26319180,0,252,80.9,0,0,0,20.42,0,75.85,0.188,1.36,145,0.262,2.13,33,0.74
